Issue Title,Issue Number,State,Created At,Updated At,Closed At,URL,Labels,Author,Comments
Inconsistency between route helpers and url_for expectation in nested routes for resources with the same namespace,48276,open,2023-05-22T14:57:57Z,2023-06-12T21:11:56Z,,https://github.com/rails/rails/issues/48276,['actionpack'],vzelenko,5
`html_escape_once` decodes items flagged `html_safe`,48256,closed,2023-05-19T20:37:21Z,2023-05-22T16:03:10Z,2023-05-22T10:03:37Z,https://github.com/rails/rails/issues/48256,[],antemasqued,3
Serialized columns with Hashes that contain Unicode characters have `changed?==true` without changes.,48255,closed,2023-05-19T20:15:54Z,2023-05-22T12:46:57Z,2023-05-22T12:44:21Z,https://github.com/rails/rails/issues/48255,"['activerecord', 'attached PR']",brphelps,3
Rails 7.0: Double validation error for `validates_uniqueness_of` when attribute is encrypted,48248,open,2023-05-18T09:42:48Z,2023-06-12T18:13:15Z,,https://github.com/rails/rails/issues/48248,"['activerecord', 'encryption']",john-999,9
Consider adding `down_only` and `migrating?` helpers in ActiveRecord migrations,48245,closed,2023-05-17T14:06:06Z,2023-05-17T14:16:40Z,2023-05-17T14:16:04Z,https://github.com/rails/rails/issues/48245,[],goulvench,1
"Inspecting old state of ActiveRecord object ""before `changes`""",48243,closed,2023-05-17T08:24:12Z,2023-05-17T14:18:18Z,2023-05-17T14:18:18Z,https://github.com/rails/rails/issues/48243,[],TiesWestendorp,1
Passing object with `id` in `where` parameters behaves differently in Rails 6.1 ,48242,open,2023-05-17T04:56:30Z,2023-05-24T23:11:58Z,,https://github.com/rails/rails/issues/48242,['activerecord'],rahul342,9
Multi-database connection switch performance is poor,48240,closed,2023-05-16T20:42:05Z,2023-05-16T21:02:30Z,2023-05-16T21:02:30Z,https://github.com/rails/rails/issues/48240,[],MadBomber,1
"1816 runs, 13154 assertions, 0 failures, 0 errors, 16 skips Using Zoneinfo DataSource: C:/projects/tzinfo/test/zoneinfo Run options: --verbose --seed 55622",48239,closed,2023-05-16T18:30:26Z,2023-05-17T20:28:16Z,2023-05-17T20:28:16Z,https://github.com/rails/rails/issues/48239,['more-information-needed'],Gutodotado24,1
Allow overriding of hard-coded `postgres` database in public schema configuration and improve error message when `postgres` database does not exist,48236,open,2023-05-16T15:08:06Z,2023-05-23T21:19:48Z,,https://github.com/rails/rails/issues/48236,['activerecord'],tjjjwxzq,6
Wrong query generated when merging unscoping scopes with eager_loaded associations,48227,open,2023-05-15T10:24:54Z,2023-07-29T11:44:26Z,,https://github.com/rails/rails/issues/48227,"['activerecord', 'With reproduction steps']",pzac,6
Duplicated `content-type` header with `rack` 2 (not with `rack` 3),48225,closed,2023-05-14T15:25:14Z,2023-06-09T23:10:57Z,2023-06-09T23:10:27Z,https://github.com/rails/rails/issues/48225,"['actionpack', 'attached PR']",stac47,3
Avoid database query if querying a not_null constrained column provided a nil value,48219,open,2023-05-13T12:19:19Z,2023-06-11T07:35:18Z,,https://github.com/rails/rails/issues/48219,['activerecord'],wahabmangat,4
Potential unannounced breaking change: ApplicationController.renderer file renders literal file instead of rendering template,48209,closed,2023-05-12T20:23:29Z,2023-06-09T09:04:36Z,2023-06-09T09:04:36Z,https://github.com/rails/rails/issues/48209,[],sergioisidoro,1
`Rails.env.local?` returns inconsistent results,48205,closed,2023-05-12T16:31:59Z,2023-05-12T17:06:58Z,2023-05-12T17:06:58Z,https://github.com/rails/rails/issues/48205,[],Zajn,3
Upgrade to Rails 7.1 alpha breaks ActiveRecord attribute encryption (deterministic),48204,closed,2023-05-12T08:53:47Z,2023-07-06T11:13:55Z,2023-06-26T11:25:40Z,https://github.com/rails/rails/issues/48204,"['regression', 'activerecord', 'encryption']",bforma,23
Rails redis cache storage not working propertly after adding ActiveSupport::MessagePack,48196,closed,2023-05-11T22:50:41Z,2023-07-17T14:27:49Z,2023-05-12T02:37:49Z,https://github.com/rails/rails/issues/48196,[],softr8,2
Cookies are being set incorrectly,48195,closed,2023-05-11T20:23:00Z,2023-05-30T21:45:47Z,2023-05-30T21:45:46Z,https://github.com/rails/rails/issues/48195,['more-information-needed'],obie,6
"attr_accessor conflicts with virtual attributes, clearing their value on queries",48190,closed,2023-05-11T12:22:53Z,2023-05-22T14:43:54Z,2023-05-22T14:43:54Z,https://github.com/rails/rails/issues/48190,['activerecord'],pjpires,4
AnalyzeJob with vips fails (jpegload: parameter filename not set),48186,open,2023-05-10T12:56:56Z,2023-06-25T20:01:49Z,,https://github.com/rails/rails/issues/48186,['third party issue'],kg-currenxie,8
HealthCheck for ActionCable Standalone,48185,closed,2023-05-10T03:42:27Z,2023-05-30T20:35:14Z,2023-05-30T20:35:14Z,https://github.com/rails/rails/issues/48185,[],nbluis,0
Exception in ERB template does not render exception view properly,48173,closed,2023-05-09T02:36:42Z,2023-05-18T19:45:45Z,2023-05-18T19:45:45Z,https://github.com/rails/rails/issues/48173,['actionview'],jasonkim,2
"ActiveRecord::PredicateBuilder assumes all dot notation as ""table.column""",48172,closed,2023-05-08T22:36:37Z,2023-05-11T04:34:18Z,2023-05-11T04:34:18Z,https://github.com/rails/rails/issues/48172,"['activerecord', 'attached PR']",sholden,0
Unable to run rails from Procfile.dev,48169,closed,2023-05-08T16:46:04Z,2023-06-23T22:56:50Z,2023-06-23T22:56:50Z,https://github.com/rails/rails/issues/48169,['more-information-needed'],vasilevskykv,3
ActiveRecord Transaction Unexpectedly Left Open,48164,closed,2023-05-08T05:51:18Z,2023-05-14T06:24:08Z,2023-05-14T02:48:33Z,https://github.com/rails/rails/issues/48164,['activerecord'],nicholasdower,3
High allocation overhead due to details_cache_key,48156,closed,2023-05-07T03:33:18Z,2023-05-08T04:18:46Z,2023-05-08T02:25:37Z,https://github.com/rails/rails/issues/48156,['actionview'],headius,4
`String#blank?` raises when called on strings with invalid encoding,48149,closed,2023-05-06T07:39:14Z,2023-05-16T08:17:34Z,2023-05-16T06:12:14Z,https://github.com/rails/rails/issues/48149,['activesupport'],ghiculescu,9
Race condition with chmod when creating master.key file,48135,closed,2023-05-05T07:28:41Z,2023-05-11T20:55:17Z,2023-05-11T20:55:17Z,https://github.com/rails/rails/issues/48135,"['railties', 'attached PR']",hannob,0
`add_column`/`remove_column` not reversing the `if_exists`/`if_not_exists` args.,48119,closed,2023-05-03T13:46:55Z,2023-05-04T09:11:35Z,2023-05-04T09:11:34Z,https://github.com/rails/rails/issues/48119,['activerecord'],silva96,3
ActiveSupport::MessageEncryptor migration path to 7.1 defaults,48118,closed,2023-05-03T13:22:44Z,2023-05-08T18:41:08Z,2023-05-08T18:41:07Z,https://github.com/rails/rails/issues/48118,['activesupport'],etiennebarrie,1
It is impossible to create pages in rails 7,48113,closed,2023-05-02T18:58:42Z,2023-05-03T17:18:28Z,2023-05-03T17:18:28Z,https://github.com/rails/rails/issues/48113,[],vasilevskykv,2
IRB can't save history with default Dockerfile file perms,48105,closed,2023-05-01T23:17:12Z,2023-05-08T06:08:01Z,2023-05-08T06:08:01Z,https://github.com/rails/rails/issues/48105,['attached PR'],northeastprince,1
Request for documentation of PostgreSQL `numeric` type,48098,closed,2023-04-30T05:30:05Z,2023-05-22T05:36:20Z,2023-05-22T05:36:20Z,https://github.com/rails/rails/issues/48098,"['docs', 'more-information-needed']",peterbecich,3
Add Vite to javascript options,48096,closed,2023-04-29T16:05:51Z,2023-05-04T14:47:28Z,2023-05-04T14:47:27Z,https://github.com/rails/rails/issues/48096,[],wJoenn,1
unscope not working when where by tripe dot range,48094,open,2023-04-29T07:34:00Z,2023-05-08T14:55:59Z,,https://github.com/rails/rails/issues/48094,"['activerecord', 'attached PR']",ippachi,1
"syntax error, unexpected tLABEL",48090,closed,2023-04-28T10:35:29Z,2023-05-01T13:54:19Z,2023-05-01T13:54:19Z,https://github.com/rails/rails/issues/48090,[],MuhammadRazaAslam,2
Column type inference is sometimes broken for group counts using joins,48089,closed,2023-04-28T10:28:46Z,2023-05-03T09:05:58Z,2023-05-03T09:05:58Z,https://github.com/rails/rails/issues/48089,[],wooly,3
Broken order(...).includes(...).ids in PostgreSQL,48080,closed,2023-04-27T15:40:02Z,2023-05-03T13:33:11Z,2023-05-03T13:33:11Z,https://github.com/rails/rails/issues/48080,"['activerecord', 'With reproduction steps']",alpaca-tc,2
"[solved] Missing :controller key on routes definition, please check your routes. (ArgumentError)",48079,closed,2023-04-27T14:07:31Z,2023-04-27T14:08:22Z,2023-04-27T14:08:21Z,https://github.com/rails/rails/issues/48079,[],zzz6519003,1
has_one associated object saved twice and clears saved_changes ,48077,open,2023-04-27T08:34:19Z,2023-06-03T14:52:50Z,,https://github.com/rails/rails/issues/48077,"['activerecord', 'attached PR']",briu,0
Rails new command not working with -j esbuild --css bootstrap,48076,closed,2023-04-27T06:43:32Z,2023-06-07T08:42:33Z,2023-05-31T21:24:30Z,https://github.com/rails/rails/issues/48076,"['asset pipeline', 'more-information-needed']",overdrivemachines,6
Check constraints in migration not adding constraint in schema.rb,48075,closed,2023-04-27T00:54:22Z,2023-04-27T23:36:07Z,2023-04-27T17:53:20Z,https://github.com/rails/rails/issues/48075,[],ingnam,5
ActiveRecord::Associations::CollectionProxy shovel method behaves different from rails 6.0.6.1 to 6.1.7.3,48074,closed,2023-04-26T22:15:14Z,2023-06-13T00:44:39Z,2023-06-13T00:44:39Z,https://github.com/rails/rails/issues/48074,['activerecord'],theobarango,3
Cannot query string columns that use `serialize` using array of values,48072,open,2023-04-26T18:02:47Z,2023-08-01T23:30:17Z,,https://github.com/rails/rails/issues/48072,"['activerecord', 'With reproduction steps']",evansalter,4
PG::Coder.new(hash) is deprecated,48060,closed,2023-04-25T10:04:40Z,2023-04-25T10:52:00Z,2023-04-25T10:52:00Z,https://github.com/rails/rails/issues/48060,[],wawer77,1
ActiveRecord::Base with SimpleDelegator throws Warning,48059,closed,2023-04-25T09:50:40Z,2023-06-05T15:21:14Z,2023-06-05T15:21:13Z,https://github.com/rails/rails/issues/48059,[],Gbeschbacher,4
Sidekiq background job refresh issue.,48058,closed,2023-04-25T08:28:13Z,2023-04-25T18:23:13Z,2023-04-25T18:23:05Z,https://github.com/rails/rails/issues/48058,['more-information-needed'],amolbudkhe,1
xx,48056,closed,2023-04-24T16:54:27Z,2023-05-01T08:32:01Z,2023-05-01T08:32:01Z,https://github.com/rails/rails/issues/48056,[],chmich,0
MIME type validation too strict,48052,closed,2023-04-24T14:33:36Z,2023-06-05T16:56:19Z,2023-06-05T16:56:19Z,https://github.com/rails/rails/issues/48052,['actionpack'],mak-dunkelziffer,3
Locals for partials not working on turbo streams as described in docs,48051,open,2023-04-24T13:18:07Z,2023-05-25T07:05:43Z,,https://github.com/rails/rails/issues/48051,[],chmich,2
render not working on lambda/turbo,48050,open,2023-04-24T12:53:42Z,2023-05-19T12:12:45Z,,https://github.com/rails/rails/issues/48050,[],chmich,1
Two `BasicsTest` fails with pg 1.5.0,48049,closed,2023-04-24T12:52:16Z,2023-04-24T23:37:24Z,2023-04-24T23:37:24Z,https://github.com/rails/rails/issues/48049,"['activerecord', 'PostgreSQL', 'ci issues']",yahonda,4
PG adapter deprecation in recent release,48046,closed,2023-04-24T10:42:35Z,2023-04-28T15:34:47Z,2023-04-25T07:13:32Z,https://github.com/rails/rails/issues/48046,"['activerecord', 'PostgreSQL']",morgoth,4
Edge regression: Cannot `Marshal.dump` a model that uses Active Record Encryption,48038,closed,2023-04-23T21:36:43Z,2023-04-26T07:04:37Z,2023-04-26T07:04:37Z,https://github.com/rails/rails/issues/48038,"['activerecord', 'attached PR']",ghiculescu,0
New find_or_create_by behaviour raises RecordNotFound in edge rails,48035,closed,2023-04-23T15:52:37Z,2023-04-25T09:58:26Z,2023-04-25T09:58:26Z,https://github.com/rails/rails/issues/48035,['activerecord'],jdelStrother,4
Transactional behavior is inconsistent when replica DB is configured,48020,closed,2023-04-22T02:47:53Z,2023-04-27T01:28:01Z,2023-04-27T01:28:00Z,https://github.com/rails/rails/issues/48020,[],kawahara,3
Enum with `required: true` generates broken error,48016,closed,2023-04-21T22:26:03Z,2023-05-06T19:01:57Z,2023-05-06T19:01:57Z,https://github.com/rails/rails/issues/48016,"['activerecord', 'more-information-needed']",pehrlich2,5
Ambiguity in url_for,48013,open,2023-04-21T19:17:06Z,2023-05-11T04:49:35Z,,https://github.com/rails/rails/issues/48013,[],vovanmozg,2
Missing Postgres features in Postgres guide,48011,closed,2023-04-21T18:20:23Z,2023-04-22T15:43:43Z,2023-04-22T15:43:42Z,https://github.com/rails/rails/issues/48011,"['docs', 'good first issue']",ghiculescu,1
Forms with file input now default to accepting 0 files,48006,open,2023-04-21T01:58:20Z,2023-07-12T11:38:55Z,,https://github.com/rails/rails/issues/48006,"['docs', 'good first issue', 'activestorage']",shamas-,4
When I generate project with -j importmap the gem does not show in generated Gemfile.,48000,closed,2023-04-20T12:27:09Z,2023-04-21T21:15:16Z,2023-04-21T21:15:16Z,https://github.com/rails/rails/issues/48000,[],bigos,3
method_added hook incompatible with delegate private,47999,closed,2023-04-20T10:03:43Z,2023-04-20T22:02:16Z,2023-04-20T22:02:16Z,https://github.com/rails/rails/issues/47999,[],crevete,0
Rails 7 could be so much more successful,47991,closed,2023-04-19T18:15:49Z,2023-04-21T21:19:41Z,2023-04-21T21:19:40Z,https://github.com/rails/rails/issues/47991,[],chmich,1
number_to_human_size gives wrong result,47989,closed,2023-04-19T15:11:17Z,2023-04-19T22:39:15Z,2023-04-19T22:39:15Z,https://github.com/rails/rails/issues/47989,[],phoet,6
inverse associations are not properly populated with a custom primary_key,47976,closed,2023-04-18T16:56:08Z,2023-04-20T18:50:43Z,2023-04-20T18:50:43Z,https://github.com/rails/rails/issues/47976,['activerecord'],brightredchilli,2
Rails::Generators::Actions error,47962,closed,2023-04-17T16:20:54Z,2023-05-01T21:42:54Z,2023-05-01T21:42:54Z,https://github.com/rails/rails/issues/47962,['more-information-needed'],rrmartins,2
"Rails new generated config/locales.en.yml mentions surrounding specific keys with 'single quotes' while the example is presented with ""double quotes""",47956,closed,2023-04-16T15:33:08Z,2023-04-19T08:52:43Z,2023-04-19T08:52:43Z,https://github.com/rails/rails/issues/47956,"['docs', 'good first issue']",tomczak-mateusz,2
turbo_stream not sufficient recognized by render,47954,closed,2023-04-15T20:34:17Z,2023-04-17T15:09:25Z,2023-04-15T22:35:56Z,https://github.com/rails/rails/issues/47954,[],chmich,5
Why does Model.to_key return an Array? How about returning a scalar instead?,47945,closed,2023-04-14T14:38:09Z,2023-04-14T16:20:49Z,2023-04-14T16:20:49Z,https://github.com/rails/rails/issues/47945,[],johnnyshields,1
Active Record Migrations Guide contains invalid syntax for SQLite3,47941,closed,2023-04-14T01:53:57Z,2023-04-28T22:14:15Z,2023-04-28T22:14:15Z,https://github.com/rails/rails/issues/47941,"['docs', 'good first issue']",shrampoo,5
Unable to use actioncable with SSR build systems [w/ PR],47938,open,2023-04-13T22:25:26Z,2023-04-14T15:47:51Z,,https://github.com/rails/rails/issues/47938,"['attached PR', 'actioncable']",sirwolfgang,0
Current time for Tehran still uses +4:30 offset,47937,closed,2023-04-13T21:11:12Z,2023-04-17T21:19:26Z,2023-04-17T21:19:05Z,https://github.com/rails/rails/issues/47937,['activesupport'],thushw,2
Rails 6 - you can't define an already defined column ,47936,closed,2023-04-13T20:36:45Z,2023-04-17T16:38:44Z,2023-04-16T11:27:12Z,https://github.com/rails/rails/issues/47936,"['regression', 'activerecord', 'attached PR']",KauanCS,10
ActiveSupport::MessagEncryptor.decrypt_and_verify,47930,closed,2023-04-12T23:52:18Z,2023-06-25T20:08:30Z,2023-06-25T20:08:30Z,https://github.com/rails/rails/issues/47930,['activesupport'],priyalorha,4
ActiveStorage::MirrorService uploads to mirrors inline instead of using an async ActiveStorage::MirrorJob,47918,closed,2023-04-11T18:23:25Z,2023-08-04T20:59:31Z,2023-08-04T20:59:31Z,https://github.com/rails/rails/issues/47918,['activestorage'],feliperaul,3
Parent association is unavailable in overwritten attribute setters when using `#build`,47917,closed,2023-04-11T15:07:07Z,2023-07-19T22:50:51Z,2023-07-19T22:50:51Z,https://github.com/rails/rails/issues/47917,"['activerecord', 'stale']",Aesthetikx,2
"config.active_support.disable_to_s_conversion doesn't do anything (ENV[""RAILS_DISABLE_DEPRECATED_TO_S_CONVERSION""] does)",47914,closed,2023-04-11T08:21:12Z,2023-05-18T22:26:28Z,2023-05-18T22:26:28Z,https://github.com/rails/rails/issues/47914,['more-information-needed'],Hampei,3
Automatic Filtering Params Named as Encrypted Columns does not filter params of child models or when params are nested,47913,open,2023-04-11T05:20:58Z,2023-04-12T21:01:47Z,,https://github.com/rails/rails/issues/47913,['attached PR'],annettemmm,3
Merge Resolution Tools will save unencrypted output silently if using diff=rails_credentials,47911,closed,2023-04-10T17:28:52Z,2023-07-19T15:40:22Z,2023-07-19T03:17:37Z,https://github.com/rails/rails/issues/47911,['railties'],krainboltgreene,3
Unexpected alias added by where.missing(...),47909,closed,2023-04-10T16:19:54Z,2023-05-29T10:37:20Z,2023-05-26T03:04:39Z,https://github.com/rails/rails/issues/47909,"['activerecord', 'attached PR']",zhuravel,4
"AppGenerator - ArgumentError: wrong number of arguments (given 2, expected 1)",47907,closed,2023-04-10T16:07:50Z,2023-04-11T05:44:51Z,2023-04-11T05:44:51Z,https://github.com/rails/rails/issues/47907,"['railties', 'attached PR']",gmq,0
"Missing ""@"" for form_with model: article",47906,closed,2023-04-10T15:55:56Z,2023-04-10T18:30:58Z,2023-04-10T18:30:58Z,https://github.com/rails/rails/issues/47906,['docs'],EE-hey,3
Unable to disable triggers on a partitioned table in Rails,47904,open,2023-04-10T03:27:45Z,2023-08-05T09:19:18Z,,https://github.com/rails/rails/issues/47904,"['activerecord', 'stale', 'PostgreSQL']",quynhethereal,2
An improvement for an example from Ruby On Rails API website,47903,closed,2023-04-10T00:02:24Z,2023-04-13T02:25:46Z,2023-04-12T22:34:04Z,https://github.com/rails/rails/issues/47903,"['docs', 'good first issue']",ersync,2
"find_each have different behavior for different batch_size, with illegitimate has_one association",47895,open,2023-04-08T13:07:39Z,2023-08-04T21:11:41Z,,https://github.com/rails/rails/issues/47895,"['activerecord', 'With reproduction steps']",yskkin,3
after updating rails version My put endpoint is not working as expected ,47887,closed,2023-04-07T12:15:58Z,2023-04-26T01:06:15Z,2023-04-26T01:06:15Z,https://github.com/rails/rails/issues/47887,['more-information-needed'],mittal32,2
"""Run pending migrations"" button does not respect multiple migration paths",47882,open,2023-04-07T00:09:35Z,2023-07-08T18:29:26Z,,https://github.com/rails/rails/issues/47882,['activerecord'],aedwardg,3
Regression in setting multiple cookies.,47881,closed,2023-04-06T23:42:54Z,2023-04-08T00:03:39Z,2023-04-08T00:03:39Z,https://github.com/rails/rails/issues/47881,['more-information-needed'],ioquatix,2
COPY ... TO cannot be executed on a readonly database connection (postgresql),47870,open,2023-04-05T16:11:29Z,2023-04-21T18:20:36Z,,https://github.com/rails/rails/issues/47870,"['activerecord', 'attached PR', 'PostgreSQL']",kholbekj,3
issue with ENUM - incorrect activerecord condition result ,47868,closed,2023-04-05T07:00:24Z,2023-05-07T08:49:35Z,2023-05-07T08:49:35Z,https://github.com/rails/rails/issues/47868,['activerecord'],saviokmua,5
Update Ruby to 3.2.2 throws ArgumentError for redis_cache_store ,47860,closed,2023-04-04T20:45:38Z,2023-04-04T21:28:39Z,2023-04-04T21:28:39Z,https://github.com/rails/rails/issues/47860,[],pdany1116,1
https://anonfiles.com/Xfm9maZeyb/photo_2023_02_07_12_12_48_jpg,47859,closed,2023-04-04T16:33:24Z,2023-04-04T16:37:35Z,2023-04-04T16:37:35Z,https://github.com/rails/rails/issues/47859,[],tariktorcok,0
Issue with origin headers not matching base_url - config.assume_ssl doesn't seem to address this,47858,closed,2023-04-04T15:49:51Z,2023-04-05T16:40:14Z,2023-04-05T16:40:14Z,https://github.com/rails/rails/issues/47858,[],webdz9r,2
Incorrect timestamps when converting to timezones in Mexico,47853,closed,2023-04-03T21:49:24Z,2023-06-13T18:10:23Z,2023-04-03T22:27:53Z,https://github.com/rails/rails/issues/47853,[],henceagrin36,2
Incorrect handling of check constraints in MySQL 8.0.16+,47849,closed,2023-04-03T14:25:26Z,2023-04-04T18:44:44Z,2023-04-04T18:44:44Z,https://github.com/rails/rails/issues/47849,"['activerecord', 'MySQL']",stevehill1981,0
Active record not working properly locally with docker ( undefined method `body' for #<Rack::Files::Iterator ),47835,closed,2023-03-31T16:03:22Z,2023-07-17T16:11:08Z,2023-07-17T16:11:08Z,https://github.com/rails/rails/issues/47835,"['activestorage', 'more-information-needed']",parkournick2,4
rspec failing with undefined role_names with legacy_connection_handling = false in Rails 7,47833,closed,2023-03-31T14:10:37Z,2023-04-14T15:48:07Z,2023-04-14T15:48:07Z,https://github.com/rails/rails/issues/47833,"['activerecord', 'more-information-needed']",mmpeters75,2
test_iso8601_output_and_reparsing test fails on i686,47832,open,2023-03-31T12:23:25Z,2023-06-25T20:28:50Z,,https://github.com/rails/rails/issues/47832,['activesupport'],Apteryks,0
"Difference in number of items retrieved in SQL query between ""'Nulls Last' && limit"" and ""Nulls First' && limit""",47817,closed,2023-03-30T10:57:57Z,2023-04-03T08:25:42Z,2023-04-03T08:25:42Z,https://github.com/rails/rails/issues/47817,['activerecord'],hatsu38,2
"Could not log ""sql.active_record"" event. NoMethodError: undefined method `round' for nil:NilClass",47814,closed,2023-03-30T04:13:07Z,2023-03-31T07:09:30Z,2023-03-31T07:09:30Z,https://github.com/rails/rails/issues/47814,['activerecord'],kvokka,9
Maintenance Policy chart,47811,closed,2023-03-30T00:16:46Z,2023-07-23T16:30:25Z,2023-07-23T16:30:25Z,https://github.com/rails/rails/issues/47811,['stale'],zzak,4
load_async on associations does not load the association,47809,open,2023-03-29T22:00:33Z,2023-03-30T07:33:45Z,,https://github.com/rails/rails/issues/47809,"['activerecord', 'pinned']",mikerobe,2
in_order_of omit duplicate keys,47803,closed,2023-03-29T11:53:10Z,2023-03-29T12:57:52Z,2023-03-29T12:57:52Z,https://github.com/rails/rails/issues/47803,[],madmax,0
ActiveRecord where does not use binds even though prepared_statements is true with mysql,47795,open,2023-03-28T18:54:13Z,2023-05-11T22:45:29Z,,https://github.com/rails/rails/issues/47795,['activerecord'],yelvert,2
ID is inserted is zero after create calllback when default function for ID is set uuid_short() in migration,47792,closed,2023-03-28T15:57:32Z,2023-04-05T11:01:13Z,2023-04-05T11:01:11Z,https://github.com/rails/rails/issues/47792,['activerecord'],jainankita90,7
[PostgreSQL] Schema dump includes enum from another schema,47790,closed,2023-03-28T13:43:00Z,2023-03-28T14:40:01Z,2023-03-28T14:40:01Z,https://github.com/rails/rails/issues/47790,[],mroach,0
Stack level too deep error,47784,closed,2023-03-27T17:48:28Z,2023-03-27T18:42:12Z,2023-03-27T18:42:11Z,https://github.com/rails/rails/issues/47784,[],haweris,1
PostgreSQL's ActiveRecord adapter / Arel does not support the `ONLY` keyword,47775,closed,2023-03-26T23:51:31Z,2023-03-28T15:41:34Z,2023-03-28T15:41:28Z,https://github.com/rails/rails/issues/47775,['activerecord'],waymondo,1
pre/alpha/release candidates on rubygems.org,47772,closed,2023-03-26T16:39:14Z,2023-03-27T14:07:07Z,2023-03-26T18:38:25Z,https://github.com/rails/rails/issues/47772,[],nickhammond,2
Case Insensitive Unique Indexes,47769,closed,2023-03-25T16:48:45Z,2023-03-25T17:10:18Z,2023-03-25T17:02:24Z,https://github.com/rails/rails/issues/47769,[],softwaregravy,2
Can't verify CSRF token authenticity.,47763,closed,2023-03-24T12:55:10Z,2023-03-24T13:24:04Z,2023-03-24T13:24:03Z,https://github.com/rails/rails/issues/47763,[],rizadogukankosar,1
Transactions not working as expected with many actions inside,47759,closed,2023-03-24T09:30:12Z,2023-04-09T22:36:24Z,2023-04-09T22:36:24Z,https://github.com/rails/rails/issues/47759,"['activerecord', 'more-information-needed']",BlinovA25,2
update_all on ordered collection raises error for table without id,47750,open,2023-03-23T13:44:47Z,2023-08-01T18:40:17Z,,https://github.com/rails/rails/issues/47750,"['activerecord', 'stale']",IngoAlbers,3
Allow detaching ActionText::RichText embeds instead of purging,47743,closed,2023-03-23T01:07:00Z,2023-03-28T15:46:06Z,2023-03-28T15:46:05Z,https://github.com/rails/rails/issues/47743,['actiontext'],tsrivishnu,3
[ActiveSupport::Inflector] Acronyms preceded by digits behave differently in `camelize` and `underscore`,47740,open,2023-03-22T22:33:42Z,2023-07-25T17:54:01Z,,https://github.com/rails/rails/issues/47740,['activesupport'],b-loyola,5
strange behaviour of ActionController::Base.helpers.image_url,47739,closed,2023-03-22T20:47:11Z,2023-03-23T12:22:58Z,2023-03-23T12:22:58Z,https://github.com/rails/rails/issues/47739,[],bsanjaasuren,0
Route constraints with an array do not allow building a path only parsing a path.,47726,open,2023-03-21T20:16:22Z,2023-03-28T02:05:31Z,,https://github.com/rails/rails/issues/47726,"['actionpack', 'attached PR']",urkle,5
ActiveJob job disappearing after being enqueued,47724,closed,2023-03-21T16:15:06Z,2023-03-23T12:24:22Z,2023-03-23T12:24:17Z,https://github.com/rails/rails/issues/47724,[],james-ai,3
Active Storage does not work on update... very strange,47710,closed,2023-03-19T18:59:03Z,2023-03-20T22:57:21Z,2023-03-20T17:21:02Z,https://github.com/rails/rails/issues/47710,['activestorage'],lapser,1
Selenium WebDriver version 4.8 does not allow passing the URL to the driver anymore (actionpack),47706,open,2023-03-17T20:25:38Z,2023-05-16T21:46:46Z,,https://github.com/rails/rails/issues/47706,"['third party issue', 'docs']",Martouta,6
Marshalling of Active Record objects can be unpredictably broken on Ruby 3.2,47704,closed,2023-03-17T08:12:06Z,2023-03-28T15:19:25Z,2023-03-28T15:19:25Z,https://github.com/rails/rails/issues/47704,"['activerecord', 'attached PR', 'With reproduction steps']",byroot,0
`model_class` option in fixture files is not respected,47703,closed,2023-03-17T06:53:03Z,2023-06-26T16:04:11Z,2023-06-26T16:04:11Z,https://github.com/rails/rails/issues/47703,"['activerecord', 'attached PR']",shouichi,5
Custom JS files in app/assets/javascripts/ break the Stimulus assets pipeline (Rails 7),47700,closed,2023-03-16T23:14:14Z,2023-03-19T18:57:38Z,2023-03-19T18:57:38Z,https://github.com/rails/rails/issues/47700,[],lapser,1
Weird interaction between AS::Concern and Module#ancestors,47699,open,2023-03-16T21:13:11Z,2023-05-24T19:46:57Z,,https://github.com/rails/rails/issues/47699,[],fxn,7
AR's before_last_save tracking wrong for nested callback,47695,open,2023-03-16T18:41:47Z,2023-07-02T15:46:59Z,,https://github.com/rails/rails/issues/47695,"['activerecord', 'With reproduction steps']",MaxLap,3
"Blocked Hosts issue, in production for multiple custom domains",47680,closed,2023-03-15T03:54:57Z,2023-03-15T13:02:51Z,2023-03-15T13:02:51Z,https://github.com/rails/rails/issues/47680,[],Nishanth-Shanmuganathan,1
NameError:   uninitialized constant Concurrent::Concern::Logging::Logger,47678,closed,2023-03-15T00:40:06Z,2023-04-15T04:44:05Z,2023-04-15T04:44:04Z,https://github.com/rails/rails/issues/47678,[],nolyoi,7
Rails 6.1.7.3: SafeBuffer#bytesplice raise NoMethodError: undefined method  ,47677,closed,2023-03-14T23:41:40Z,2023-03-16T14:51:20Z,2023-03-16T14:24:51Z,https://github.com/rails/rails/issues/47677,"['activesupport', 'attached PR']",taketo1113,2
Is guides.rubyonrails.org serving 7.1 docs for 7.0.4.3 release?,47666,closed,2023-03-13T23:10:34Z,2023-03-14T23:07:45Z,2023-03-14T17:00:16Z,https://github.com/rails/rails/issues/47666,[],cornu-ammonis,4
[railties] test/generators_test.rb incompatiblities with MiniTest 5.17,47657,closed,2023-03-13T13:42:44Z,2023-03-28T00:31:17Z,2023-03-13T13:49:21Z,https://github.com/rails/rails/issues/47657,[],Apteryks,2
